source_id,target_id,weight
236,792,73
236,795,10
236,797,26
236,798,24
236,799,22
236,800,14
236,802,26
236,803,68
236,806,45
236,807,26
236,808,63
236,811,162
236,813,30
236,814,41
236,820,31
236,822,15
236,829,26
236,880,11
236,895,15
236,908,22
236,928,49
236,932,19
236,950,12
236,953,34
236,957,84
236,961,38
236,963,21
236,971,46
236,987,131
236,988,10
236,1004,43
236,1033,12
236,1049,27
236,1053,10
236,1055,18
236,1061,11
236,1064,12
236,1093,98
236,1094,19
236,1097,10
236,1101,28
236,1102,40
236,1117,63
236,1123,19
236,1127,13
236,1152,50
236,1153,23
236,1159,17
236,1165,15
236,1166,32
236,1168,13
236,1171,18
236,1179,19
236,1187,41
236,1188,195
236,1220,10
236,1226,37
236,1241,29
236,1242,12
236,1244,39
236,1250,13
236,1251,38
236,1252,72
236,1253,33
236,1259,16
236,1262,21
236,1264,31
236,1265,24
236,1268,10
236,1273,22
236,1274,23
236,1277,23
236,1278,59
236,1283,26
236,1285,16
236,1291,21
236,1292,35
236,1320,10
236,1324,11
236,1329,11
236,1339,22
236,1340,19
236,1354,10
236,1355,254
236,1356,15
236,1357,13
236,1359,11
236,1361,38
236,1363,10
236,1364,11
236,1365,26
236,1367,46
236,1370,16
236,1371,41
236,1372,50
236,1375,12
236,1382,16
236,1386,14
236,1387,15
236,1388,15
236,1395,14
236,1396,34
236,1397,11
236,1407,15
236,1415,37
236,1417,25
236,1418,14
236,1419,34
236,1420,19
236,1423,19
236,1428,16
236,1432,22
236,1435,10
236,1439,10
236,1440,34
236,1441,19
236,1443,47
236,1444,17
236,1445,10
236,1447,27
236,1448,24
236,1451,11
236,1453,11
236,1461,37
236,1467,12
236,1477,18
236,1478,51
236,1482,13
236,1484,32
236,1487,23
236,1488,16
236,1489,78
236,1490,27
236,1493,22
236,1494,46
236,1496,14
236,1498,68
236,1504,30
236,1505,11
236,1507,11
236,1509,14
236,1510,52
236,1511,33
236,1523,49
236,1525,59
236,1526,19
236,1527,30
236,1528,12
236,1550,28
236,1555,14
236,1572,14
236,1578,10
236,1599,44
236,1601,75
236,1604,21
236,1606,11
236,1623,11
236,1630,10
236,1637,15
236,1638,13
236,1641,49
236,1645,59
236,1646,15
236,1649,13
236,1657,11
236,1658,11
236,1660,12
236,1662,11
236,1672,28
236,1673,15
236,1674,19
236,1688,17
236,1693,36
236,1694,18
236,1709,16
236,1715,15
236,1725,68
236,1729,18
236,1732,70
236,1749,20
236,1764,10
236,1767,11
236,1799,41
236,1801,117
236,1811,36
236,1813,20
236,1829,29
236,1833,43
236,1851,10
236,1871,84
236,1886,17
236,1893,34
236,1895,14
236,1896,11
236,1904,52
236,1915,22
236,1938,45
236,1960,13
236,1967,19
236,1996,12
236,2007,16
236,2027,21
236,2038,11
236,2068,24
236,2074,14
236,2076,62
236,2093,16
236,2097,10
236,2113,30
236,2125,13
236,2129,16
236,2200,14
236,2247,14
236,2252,19
236,2257,13
236,2262,10
236,2263,14
236,2276,21
236,2288,153
236,2313,10
236,2316,14
236,2323,16
236,2334,30
236,2338,17
236,2339,22
236,2371,24
236,2401,33
236,2435,18
236,2438,14
236,2479,16
236,2488,14
236,2595,36
236,2635,11
236,2645,35
236,2670,32
236,2676,20
236,2677,16
236,2680,12
236,2685,11
236,2717,11
236,2741,74
236,2756,13
236,2811,12
236,2814,30
236,2815,16
236,2816,31
236,2817,20
236,2825,10
236,2826,42
236,2839,44
236,2844,95
236,2845,25
236,2847,11
236,2853,38
236,2854,28
236,2891,14
236,2892,13
236,2894,11
236,2895,13
236,2900,31
236,2901,26
236,2903,16
236,2904,38
236,2905,11
236,2906,16
236,2907,17
236,2910,29
236,2911,10
236,2912,17
236,2913,11
236,2914,11
236,2915,44
236,2916,10
236,2917,20
236,2918,17
236,2919,17
236,2920,10
236,2921,35
236,2922,16
236,2924,10
236,2926,12
236,2927,15
236,2928,29
236,2931,12
236,2932,14
236,2936,15
236,2939,17
236,2945,38
236,2947,12
236,2949,59
236,2958,21
236,2959,18
236,2960,14
236,2961,29
236,2962,14
236,2963,11
236,2964,14
236,2965,31
236,2966,12
236,2972,21
236,2973,12
236,2981,22
236,2982,46
236,2985,39
236,2989,35
236,2992,37
236,2994,21
236,2995,21
236,2996,14
236,2997,15
236,2998,14
236,2999,14
236,3000,10
236,3001,22
236,3002,17
236,3003,25
236,3004,29
236,3007,12
236,3010,26
236,3011,20
236,3013,16
236,3018,10
236,3019,10
236,3022,58
236,3023,12
236,3024,10
236,3025,11
236,3028,13
236,3030,10
236,3031,15
236,3032,15
236,3033,30
236,3034,10
236,3035,20
236,3036,14
236,3037,11
236,3038,17
236,3039,10
236,3040,10
236,3041,10
236,3043,18
236,3044,14
236,3045,14
236,3047,17
236,3049,40
236,3051,30
236,3053,17
236,3058,12
236,3059,16
236,3065,19
236,3097,10
236,3099,11
236,3125,16
236,3127,20
236,3134,18
236,3138,29
236,3145,60
236,3193,20
236,3196,34
236,3225,30
236,3230,14
236,3233,10
236,3236,10
236,3238,39
236,3242,26
236,3256,18
236,3270,58
236,3272,17
236,3273,10
236,3275,116
236,3280,16
236,3315,15
236,3316,19
236,3317,18
236,3333,22
236,3335,10
236,3340,12
236,3344,10
236,3356,10
236,3357,11
236,3363,13
236,3439,13
236,3525,11
236,3555,15
236,3560,19
236,3584,48
236,3603,12
236,3607,21
236,3665,14
236,3669,60
236,3670,15
236,3671,35
236,3692,11
236,3693,12
236,3694,16
236,3695,11
236,3696,26
236,3697,13
236,3698,46
236,3699,13
236,3700,13
236,3701,13
236,3702,39
236,3703,13
236,3704,17
236,3705,14
236,3706,19
236,3708,10
236,3710,14
236,3711,46
236,3713,17
236,3723,23
236,3733,10
236,3737,10
236,3744,10
236,3752,21
236,3755,14
236,3759,15
236,3780,11
236,3784,16
236,3785,13
236,3789,19
236,3797,10
236,3800,15
236,3801,22
236,3802,29
236,3803,16
236,3807,11
236,3809,10
236,3810,37
236,3811,13
236,3816,16
236,3824,26
236,3825,21
236,3827,11
236,3828,57
236,3829,12
236,3831,15
236,3833,35
236,3834,29
236,3835,43
236,3838,10
236,3840,19
236,3842,10
236,3844,19
236,3845,15
236,3858,15
236,3873,46
236,3895,18
236,3897,10
236,3930,14
236,3933,15
236,3953,15
236,3988,16
236,4051,10
236,4070,34
236,4084,12
236,4119,14
236,4190,17
236,4296,21
236,4405,12
236,4406,16
236,4471,10
236,4483,13
236,4535,10
236,4639,13
236,4740,106
236,4741,96
236,4771,13
236,4774,19
236,4780,31
236,4783,15
236,4784,12
236,4796,52
236,4799,41
236,4838,34
236,4846,10
236,4847,10
236,4848,10
236,4849,14
236,4850,10
236,4851,10
236,4852,10
236,4855,18
236,4857,10
236,4858,14
236,4860,18
236,4863,11
236,4865,18
236,4866,24
236,4867,12
236,4869,11
236,4874,10
236,4919,12
236,4926,12
236,4927,10
236,4928,15
236,4929,12
236,4930,10
236,4932,12
236,4933,14
236,4938,15
236,4939,16
236,4940,10
236,4943,16
236,4949,10
236,4951,16
236,4953,10
236,4974,10
236,4986,15
236,5066,10
236,5080,10
236,5091,12
236,5092,10
236,5129,179
236,5147,17
236,5150,12
236,5228,45
236,5247,10
236,5248,11
236,5258,10
236,5261,31
236,5282,14
236,5301,28
236,5303,14
236,5319,12
236,5366,29
236,5382,12
236,5388,12
236,5397,12
236,5410,20
236,5465,15
236,5467,13
236,5513,21
236,5514,22
236,5532,13
236,5533,13
236,5788,28
236,5821,11
236,5832,10
236,5926,25
236,5951,78
236,5952,14
236,5982,10
236,5983,13
236,5991,33
236,5992,12
236,6001,27
236,6040,17
236,6043,14
236,6061,10
236,6067,15
236,6068,12
236,6111,16
236,6210,13
236,6289,19
236,6420,14
236,6435,10
236,6535,16
236,6547,21
236,6548,21
236,6573,30
236,6577,13
236,6607,15
236,6638,17
236,6825,15
236,6926,10
236,7097,16
236,7125,23
236,7137,15
236,7208,10
236,7251,28
236,7451,11
236,7535,14
236,7574,10
236,7750,12
236,7857,15
236,7865,12
236,7866,15
236,7867,15
236,7872,10
236,8245,39
236,8252,13
236,8261,13
236,8310,10
236,8362,16
236,8635,29
236,8666,13
236,8835,80
236,8870,13
236,8930,19
236,8999,15
236,9064,13
236,9315,12
236,9316,13
236,9328,13
236,9336,15
236,9337,17
236,9349,10
236,9353,52
236,9355,10
236,9356,15
236,9358,27
236,9369,11
236,9370,82
236,9371,14
236,9372,15
236,9373,15
236,9374,13
236,9375,13
236,9376,11
236,9378,14
236,9382,10
236,9383,10
236,9387,15
236,9396,11
236,9397,11
236,9415,14
236,9417,15
236,9421,16
236,9462,11
236,9463,15
236,9480,12
236,9526,10
236,9573,11
236,9601,12
236,9633,39
236,9692,15
236,9694,11
236,10082,10
236,10084,11
236,10086,29
236,10104,19
236,10108,22
236,10110,14
236,10124,10
236,10134,15
236,10148,11
236,10171,19
238,12,21
238,35,13
238,36,16
238,58,11
238,68,33
238,81,13
238,83,13
238,87,19
238,145,18
238,146,17
238,238,28
238,241,13
238,245,77
238,247,10
238,249,23
238,253,13
238,323,10
238,375,28
238,404,10
238,428,11
238,508,22
238,525,14
238,535,14
238,573,10
238,583,12
238,599,27
238,604,22
238,605,12
238,627,13
238,656,11
238,668,10
238,797,13
238,808,23
238,811,15
238,832,10
238,867,12
238,987,16
238,1093,34
238,1122,12
238,1152,11
238,1187,10
238,1277,14
238,1355,70
238,1725,11
238,1801,32
238,2323,41
238,2741,14
238,2814,21
238,2816,26
238,2817,10
238,2842,10
238,2844,30
238,2845,10
238,2853,12
238,2961,17
238,2982,14
238,3131,17
238,3132,17
238,3134,11
238,3256,28
238,3331,19
238,3594,30
238,4497,10
241,35,10
241,36,11
241,68,34
241,81,13
241,87,17
241,109,11
241,202,10
241,245,35
241,249,10
241,278,21
241,295,10
241,475,14
241,524,10
241,951,16
241,1355,19
241,2371,10
241,2961,11
241,5927,13
242,7,13
242,35,10
242,36,10
242,57,14
242,58,13
242,68,18
242,74,17
242,87,11
242,92,14
242,245,31
242,322,10
242,475,14
242,533,34
242,3876,11
242,4740,13
242,5301,13
243,245,15
245,1,46
245,2,20
245,3,22
245,30,81
245,35,309
245,36,334
245,38,20
245,39,18
245,54,14
245,59,25
245,73,14
245,74,255
245,78,33
245,79,17
245,81,74
245,82,26
245,83,31
245,85,61
245,87,214
245,91,49
245,92,88
245,98,63
245,99,364
245,102,15
245,105,98
245,106,19
245,108,39
245,110,16
245,111,43
245,119,10
245,137,126
245,138,13
245,139,23
245,143,17
245,146,81
245,148,19
245,151,40
245,154,82
245,158,20
245,177,35
245,184,22
245,189,43
245,193,22
245,196,15
245,197,41
245,199,36
245,200,58
245,202,53
245,204,142
245,209,12
245,245,459
245,247,33
245,249,67
245,251,149
245,253,210
245,254,44
245,256,10
245,261,18
245,262,11
245,263,24
245,271,20
245,275,84
245,276,46
245,278,468
245,281,48
245,295,161
245,296,13
245,297,61
245,300,65
245,307,22
245,309,96
245,313,16
245,317,11
245,323,24
245,331,139
245,336,15
245,338,31
245,343,21
245,350,12
245,353,52
245,360,19
245,366,12
245,370,22
245,371,10
245,373,19
245,382,41
245,383,16
245,398,53
245,400,10
245,401,29
245,407,56
245,408,37
245,409,60
245,414,27
245,419,32
245,420,10
245,423,52
245,428,90
245,432,17
245,433,37
245,434,10
245,437,142
245,438,26
245,441,31
245,444,83
245,447,11
245,448,72
245,449,29
245,458,70
245,459,64
245,463,52
245,476,33
245,477,30
245,485,12
245,491,15
245,494,14
245,502,32
245,503,50
245,505,40
245,508,169
245,509,53
245,512,30
245,514,19
245,517,17
245,522,122
245,525,166
245,528,22
245,542,15
245,544,34
245,546,12
245,554,13
245,557,25
245,563,18
245,568,119
245,573,77
245,574,12
245,581,108
245,615,16
245,617,83
245,622,31
245,624,90
245,625,31
245,626,63
245,627,12
245,635,10
245,644,290
245,645,52
245,654,14
245,660,27
245,669,16
245,673,38
245,683,10
245,749,12
245,753,10
245,761,43
245,762,10
245,765,56
245,766,10
245,781,32
245,788,22
245,792,44
245,797,14
245,798,10
245,799,24
245,801,13
245,803,107
245,806,22
245,807,18
245,808,97
245,814,62
245,820,24
245,829,17
245,832,33
245,836,27
245,854,12
245,867,54
245,895,12
245,904,16
245,908,12
245,917,13
245,936,10
245,953,76
245,957,241
245,963,34
245,982,14
245,987,117
245,998,16
245,1028,21
245,1035,12
245,1049,15
245,1054,20
245,1058,15
245,1089,12
245,1093,175
245,1094,14
245,1101,21
245,1102,52
245,1113,29
245,1115,11
245,1122,36
245,1132,21
245,1163,41
245,1171,12
245,1187,32
245,1188,190
245,1203,10
245,1207,10
245,1210,38
245,1211,73
245,1220,11
245,1221,10
245,1226,31
245,1232,19
245,1240,10
245,1244,36
245,1251,149
245,1252,141
245,1262,23
245,1264,26
245,1265,41
245,1266,12
245,1270,239
245,1273,17
245,1274,13
245,1278,19
245,1310,16
245,1313,36
245,1339,18
245,1340,19
245,1356,18
245,1370,12
245,1371,28
245,1372,45
245,1417,24
245,1419,12
245,1420,18
245,1429,19
245,1440,66
245,1441,32
245,1444,12
245,1448,23
245,1460,19
245,1461,30
245,1478,39
245,1481,11
245,1484,14
245,1488,20
245,1489,76
245,1490,11
245,1494,11
245,1498,60
245,1504,19
245,1509,13
245,1523,54
245,1525,33
245,1544,10
245,1550,32
245,1555,16
245,1556,10
245,1568,11
245,1581,97
245,1599,28
245,1601,75
245,1619,24
245,1641,62
245,1646,11
245,1649,15
245,1673,14
245,1674,14
245,1684,48
245,1686,15
245,1688,12
245,1699,23
245,1700,10
245,1715,11
245,1716,10
245,1721,20
245,1729,12
245,1746,23
245,1755,22
245,1764,10
245,1768,11
245,1801,469
245,1811,110
245,1812,40
245,1813,43
245,1814,54
245,1831,25
245,1877,12
245,1878,19
245,1879,47
245,1892,40
245,1893,43
245,1895,15
245,1896,12
245,1912,30
245,1929,40
245,1936,12
245,1959,28
245,1960,18
245,1967,50
245,1973,24
245,2027,49
245,2037,13
245,2068,86
245,2074,31
245,2076,53
245,2077,23
245,2089,13
245,2090,10
245,2093,15
245,2099,55
245,2100,53
245,2102,18
245,2104,24
245,2113,12
245,2129,18
245,2133,20
245,2142,16
245,2143,24
245,2166,40
245,2167,31
245,2199,12
245,2201,10
245,2239,25
245,2243,11
245,2246,21
245,2252,11
245,2253,10
245,2276,12
245,2313,12
245,2316,22
245,2319,16
245,2323,22
245,2334,31
245,2338,19
245,2339,17
245,2371,61
245,2401,27
245,2463,14
245,2480,12
245,2583,23
245,2595,15
245,2645,15
245,2646,10
245,2661,32
245,2678,21
245,2685,15
245,2689,12
245,2696,22
245,2709,10
245,2741,23
245,2753,10
245,2756,19
245,2768,15
245,2769,14
245,2808,10
245,2810,18
245,2811,26
245,2812,15
245,2813,20
245,2814,13
245,2815,10
245,2816,41
245,2817,43
245,2823,11
245,2826,32
245,2829,11
245,2844,60
245,2845,16
245,2846,13
245,2847,24
245,2848,10
245,2891,17
245,2899,11
245,2900,19
245,2904,13
245,2915,28
245,2917,10
245,2921,24
245,2949,25
245,2959,15
245,2961,56
245,2989,12
245,2992,31
245,2994,10
245,2995,29
245,2998,10
245,2999,11
245,3003,14
245,3004,17
245,3007,12
245,3010,14
245,3019,22
245,3022,23
245,3031,15
245,3032,16
245,3033,28
245,3035,11
245,3049,34
245,3051,21
245,3053,23
245,3060,12
245,3062,10
245,3065,22
245,3067,15
245,3075,13
245,3082,15
245,3138,23
245,3145,36
245,3149,10
245,3179,16
245,3199,25
245,3250,21
245,3252,10
245,3253,13
245,3256,20
245,3270,63
245,3321,15
245,3324,82
245,3327,11
245,3331,47
245,3340,12
245,3363,16
245,3375,13
245,3410,16
245,3436,10
245,3473,33
245,3500,15
245,3503,15
245,3537,12
245,3555,18
245,3560,21
245,3607,32
245,3665,11
245,3669,51
245,3670,21
245,3671,40
245,3675,18
245,3690,10
245,3698,16
245,3702,32
245,3710,14
245,3711,42
245,3733,10
245,3734,13
245,3737,12
245,3741,10
245,3742,11
245,3744,17
245,3748,11
245,3759,14
245,3762,12
245,3764,24
245,3784,11
245,3785,10
245,3789,11
245,3800,15
245,3801,13
245,3802,21
245,3803,13
245,3810,19
245,3811,13
245,3816,18
245,3824,24
245,3825,11
245,3828,70
245,3830,11
245,3835,28
245,3876,43
245,3895,34
245,3930,19
245,3988,26
245,3998,11
245,4070,32
245,4084,34
245,4094,17
245,4113,33
245,4119,10
245,4137,12
245,4159,13
245,4187,24
245,4188,10
245,4190,12
245,4193,10
245,4194,44
245,4220,18
245,4233,34
245,4247,10
245,4296,33
245,4297,37
245,4298,19
245,4299,21
245,4303,12
245,4388,14
245,4406,19
245,4451,21
245,4462,14
245,4483,25
245,4485,11
245,4497,11
245,4560,22
245,4617,19
245,4629,10
245,4639,30
245,4664,12
245,4665,12
245,4702,21
245,4709,10
245,4722,15
245,4723,11
245,4753,10
245,4762,13
245,4767,13
245,4774,22
245,4780,45
245,4782,20
245,4783,19
245,4784,14
245,4790,11
245,4794,10
245,4795,10
245,4796,74
245,4797,10
245,4799,65
245,4800,25
245,4803,18
245,4807,16
245,4811,10
245,4813,13
245,4817,18
245,4832,10
245,4833,22
245,4834,20
245,4838,24
245,4858,11
245,4891,22
245,4902,11
245,4919,21
245,4920,12
245,4949,29
245,4951,23
245,4953,17
245,4974,20
245,4986,24
245,5007,10
245,5059,11
245,5091,13
245,5129,239
245,5132,10
245,5140,11
245,5141,25
245,5144,14
245,5145,11
245,5146,11
245,5147,11
245,5150,14
245,5192,13
245,5214,11
245,5228,37
245,5236,12
245,5253,12
245,5265,10
245,5296,12
245,5301,12
245,5315,12
245,5351,11
245,5395,27
245,5410,19
245,5465,11
245,5477,15
245,5502,22
245,5513,22
245,5514,24
245,5589,22
245,5590,18
245,5602,14
245,5658,10
245,5702,11
245,5709,15
245,5733,11
245,5826,10
245,5845,11
245,5849,14
245,5927,53
245,5949,18
245,5951,55
245,5968,10
245,5977,25
245,5979,10
245,5983,11
245,5988,11
245,5991,25
245,5992,13
245,6023,34
245,6111,14
245,6146,11
245,6210,28
245,6212,11
245,6218,14
245,6219,14
245,6220,14
245,6236,11
245,6241,42
245,6275,12
245,6277,19
245,6289,23
245,6318,30
245,6323,13
245,6332,18
245,6337,14
245,6340,31
245,6430,10
245,6435,38
245,6448,12
245,6496,13
245,6497,13
245,6501,19
245,6547,19
245,6548,17
245,6557,13
245,6559,11
245,6570,11
245,6573,14
245,6575,10
245,6577,15
245,6638,11
245,6776,33
245,6783,19
245,6784,30
245,6841,13
245,6874,10
245,6879,11
245,6921,23
245,6924,13
245,6941,19
245,7251,17
245,7736,11
245,7866,20
245,8032,11
245,8048,10
245,8091,12
245,8245,14
245,8310,12
245,8315,19
245,8607,28
245,8635,24
245,8835,47
245,8926,11
245,8999,13
245,9297,22
245,9299,11
245,9307,11
245,9337,15
245,9370,40
245,9387,11
245,9415,21
245,9417,16
245,9421,10
245,9510,10
245,9641,11
245,9687,10
245,9688,10
245,10086,25
245,10168,11
245,10332,10
245,10451,11
246,951,10
246,957,14
246,1581,11
246,1801,22
247,7,19
247,12,11
247,87,11
247,122,17
247,204,10
247,278,10
247,508,15
247,604,10
247,1188,13
249,30,11
249,55,11
249,122,10
249,249,15
249,254,12
249,278,28
249,295,12
249,297,12
249,322,14
249,351,21
249,428,13
249,524,14
249,533,59
249,534,17
249,535,28
249,565,10
249,573,10
249,581,19
249,604,13
249,624,10
249,644,22
249,808,21
249,814,11
249,823,13
249,951,16
249,957,18
249,961,14
249,1093,16
249,1355,35
249,1365,10
249,1419,10
249,1494,10
249,2826,11
249,3121,13
249,3127,11
249,3134,18
249,3138,18
249,3238,12
251,7,34
251,30,33
251,31,23
251,34,32
251,67,22
251,74,52
251,92,20
251,99,58
251,106,12
251,148,14
251,175,22
251,199,10
251,202,34
251,204,25
251,251,39
251,253,43
251,275,27
251,278,59
251,288,22
251,289,25
251,295,19
251,297,13
251,331,11
251,398,10
251,444,28
251,448,23
251,503,17
251,508,18
251,509,74
251,522,20
251,525,23
251,533,132
251,535,19
251,573,12
251,673,12
251,765,13
251,792,12
251,803,11
251,867,10
251,957,37
251,1211,11
251,1251,28
251,1252,33
251,1355,34
251,1356,11
251,1372,13
251,1591,14
251,1801,61
251,1811,27
251,1813,13
251,1814,21
251,1871,16
251,1889,33
251,1894,10
251,2076,10
251,2099,30
251,2100,21
251,2165,10
251,2166,13
251,2167,22
251,2288,29
251,2432,10
251,2595,14
251,2961,16
251,2992,14
251,3035,11
251,3835,18
251,3844,10
251,4194,13
251,4233,23
251,4296,21
251,4386,25
251,4387,15
251,4388,18
251,4389,11
251,4390,12
251,4391,12
251,4392,12
251,5658,15
251,5927,24
251,5951,24
251,6398,60
251,6399,24
251,6400,39
251,6455,10
251,6456,14
251,6484,15
251,6547,13
251,6548,14
253,7,53
253,30,16
253,34,23
253,74,75
253,82,13
253,91,15
253,92,32
253,94,10
253,96,12
253,103,15
253,105,13
253,109,49
253,111,22
253,122,63
253,136,16
253,153,18
253,154,26
253,161,14
253,184,12
253,202,23
253,204,28
253,215,13
253,253,60
253,254,11
253,275,21
253,278,50
253,295,40
253,300,11
253,322,24
253,350,11
253,411,11
253,414,10
253,416,52
253,423,12
253,433,10
253,437,32
253,438,13
253,441,14
253,443,23
253,444,27
253,446,18
253,448,21
253,449,16
253,450,11
253,458,16
253,463,13
253,479,21
253,503,15
253,514,11
253,515,10
253,522,43
253,525,41
253,535,27
253,581,17
253,604,17
253,624,14
253,644,41
253,656,17
253,803,20
253,811,29
253,951,41
253,953,18
253,987,28
253,1093,19
253,1113,11
253,1211,12
253,1226,14
253,1270,81
253,1278,22
253,1355,22
253,1372,35
253,1440,26
253,1441,11
253,1448,12
253,1478,13
253,1489,20
253,1581,15
253,1589,23
253,1645,11
253,1904,20
253,1938,17
253,2008,10
253,2074,10
253,2099,10
253,2239,10
253,2676,10
253,2817,12
253,2844,10
253,2949,10
253,2989,17
253,3022,12
253,3053,13
253,3270,14
253,3275,15
253,3560,13
253,3844,12
253,3889,14
253,3895,10
253,4094,12
253,4741,48
253,4799,20
253,4953,14
253,5129,74
253,6199,10
253,6399,12
253,6430,10
253,6547,10
253,9290,20
253,9297,10
253,9353,15
253,9421,10
253,9463,11
254,7,24
254,30,19
254,34,12
254,92,10
254,204,16
254,275,11
254,278,26
254,295,14
254,469,11
254,475,20
254,508,28
254,533,35
254,583,17
254,957,16
254,987,10
254,1188,11
254,1355,20
254,1489,12
254,1801,23
256,30,15
256,122,20
256,275,11
256,814,10
256,823,17
256,1102,15
256,1355,14
256,3711,12
256,4796,16
261,31,15
261,99,12
261,122,19
261,533,23
261,987,16
262,74,12
262,5927,13
263,30,11
263,31,19
263,99,20
263,127,13
263,136,11
263,154,11
263,186,13
263,278,19
263,475,29
263,535,11
263,814,38
263,823,44
263,953,11
263,1132,10
263,3503,10
267,644,24
267,950,22
267,1278,20
267,2126,21
267,3406,18
267,3408,19
271,31,17
271,122,17
271,127,12
271,278,13
271,295,10
271,475,16
271,583,10
271,811,16
271,961,10
275,7,64
275,23,10
275,30,39
275,31,42
275,34,19
275,35,10
275,36,11
275,37,12
275,38,13
275,67,12
275,74,63
275,96,10
275,99,91
275,103,11
275,105,39
275,108,16
275,109,19
275,111,13
275,127,22
275,136,19
275,148,24
275,175,25
275,184,20
275,204,18
275,216,11
275,229,13
275,275,21
275,278,17
275,281,11
275,288,20
275,289,17
275,295,22
275,296,14
275,297,18
275,309,22
275,312,14
275,313,10
275,322,54
275,351,11
275,352,10
275,375,23
275,376,10
275,408,16
275,423,16
275,437,17
275,466,11
275,502,15
275,505,21
275,508,30
275,509,10
275,517,20
275,522,22
275,524,19
275,525,17
275,573,20
275,583,12
275,656,13
275,823,12
275,957,15
275,987,23
275,1152,10
275,1270,30
275,1361,11
275,1489,15
275,1589,15
275,1721,11
275,2288,15
275,3065,16
275,3555,10
275,4740,16
275,4799,10
275,5084,14
275,5129,30
275,5168,14
276,7,51
276,30,14
276,31,28
276,34,14
276,35,10
276,36,15
276,37,10
276,57,14
276,127,29
276,137,11
276,138,10
276,139,12
276,153,11
276,186,13
276,204,17
276,278,38
276,295,11
276,351,17
276,448,16
276,570,12
276,605,15
276,617,16
276,622,10
276,624,11
276,656,11
276,741,10
276,792,10
276,823,12
276,836,11
276,953,15
276,957,11
276,1093,15
276,1132,10
276,2288,22
276,3115,11
276,3280,24
278,5,22
278,12,47
278,23,430
278,27,20
278,31,131
278,34,111
278,37,32
278,38,27
278,59,28
278,60,10
278,67,105
278,68,407
278,71,18
278,73,28
278,79,18
278,91,28
278,99,220
278,105,64
278,108,29
278,109,626
278,110,17
278,112,19
278,122,168
278,126,19
278,127,55
278,128,51
278,137,308
278,138,22
278,139,27
278,143,10
278,146,23
278,147,13
278,148,42
278,151,21
278,153,24
278,154,18
278,156,10
278,158,12
278,161,20
278,175,27
278,178,11
278,183,10
278,184,11
278,185,21
278,186,49
278,193,12
278,197,34
278,199,37
278,207,20
278,214,18
278,218,18
278,228,21
278,230,34
278,234,19
278,235,273
278,236,272
278,238,53
278,242,29
278,246,16
278,278,408
278,281,51
278,282,26
278,285,10
278,288,35
278,289,24
278,295,80
278,297,150
278,307,11
278,309,35
278,331,360
278,338,26
278,341,12
278,345,25
278,353,112
278,354,11
278,365,11
278,375,91
278,398,34
278,401,22
278,404,41
278,408,11
278,409,19
278,414,14
278,416,71
278,419,19
278,420,10
278,425,13
278,428,35
278,432,10
278,437,66
278,441,14
278,443,21
278,444,27
278,445,15
278,446,30
278,448,16
278,458,19
278,459,34
278,463,19
278,476,16
278,479,27
278,503,13
278,508,87
278,509,66
278,512,17
278,517,17
278,522,43
278,524,19
278,525,37
278,528,21
278,533,343
278,544,38
278,547,10
278,554,16
278,557,14
278,559,14
278,566,37
278,568,62
278,574,14
278,581,47
278,583,27
278,593,13
278,597,20
278,599,16
278,615,18
278,627,11
278,635,10
278,644,592
278,654,16
278,712,18
278,723,13
278,726,22
278,729,11
278,741,28
278,743,13
278,763,12
278,765,58
278,766,24
278,769,13
278,798,10
278,799,23
278,800,10
278,807,13
278,808,208
278,814,24
278,820,17
278,827,18
278,830,13
278,832,19
278,843,14
278,847,15
278,852,12
278,867,33
278,904,10
278,928,16
278,931,12
278,932,23
278,951,1098
278,961,34
278,963,18
278,987,65
278,998,33
278,1049,14
278,1075,10
278,1093,403
278,1101,16
278,1113,11
278,1117,16
278,1122,17
278,1145,11
278,1152,12
278,1187,13
278,1188,58
278,1220,19
278,1232,11
278,1236,10
278,1251,384
278,1252,466
278,1253,11
278,1264,31
278,1270,24
278,1273,10
278,1276,11
278,1277,12
278,1302,11
278,1307,14
278,1313,13
278,1355,75
278,1356,24
278,1366,10
278,1367,15
278,1371,15
278,1372,36
278,1429,13
278,1440,16
278,1444,14
278,1488,17
278,1489,55
278,1492,20
278,1525,22
278,1581,326
278,1589,374
278,1599,31
278,1610,12
278,1641,11
278,1645,41
278,1646,10
278,1649,21
278,1684,16
278,1701,34
278,1725,11
278,1732,57
278,1749,18
278,1763,37
278,1764,10
278,1792,16
278,1793,24
278,1799,189
278,1801,1063
278,1804,21
278,1805,105
278,1809,14
278,1811,175
278,1812,79
278,1813,103
278,1814,148
278,1816,17
278,1819,14
278,1831,30
278,1832,13
278,1833,214
278,1845,13
278,1846,26
278,1849,10
278,1850,11
278,1851,57
278,1852,39
278,1853,39
278,1854,34
278,1855,11
278,1871,17
278,1877,28
278,1878,38
278,1879,62
278,1888,14
278,1890,12
278,1891,101
278,1892,59
278,1893,71
278,1894,58
278,1895,18
278,1896,21
278,1897,10
278,1899,14
278,1904,148
278,1915,13
278,1916,45
278,1929,22
278,1950,20
278,1967,26
278,1973,41
278,1980,22
278,1981,14
278,1994,23
278,1995,41
278,1996,37
278,2004,19
278,2006,16
278,2025,13
278,2026,25
