     source_id target_id   weight
     5   2128 15.000000
     5   2129 8.000000
     5   2130 8.000000
     5   2131 8.000000
     5   2132 8.000000
     5   2133 8.000000
     5   2134 8.000000
     5   2135 9.000000
     5   2136 10.000000
     5   2137 7.000000
     5   2138 9.000000
     5   2139 7.000000
     5   2140 7.000000
     5   2141 10.000000
     5   2142 7.000000
     5   2143 29.000000
     5   2144 13.000000
     5   2145 7.000000
     5   2146 7.000000
     5   2147 7.000000
     5   2148 7.000000
     5   2149 7.000000
     5   2150 6.000000
     5   2151 9.000000
     5   2152 5.000000
     5   2153 5.000000
     5   2154 7.000000
     5   2155 5.000000
     5   2156 7.000000
     5   2157 7.000000
     5   2162 9.000000
     5   2171 24.000000
     5   2185 9.000000
     5   2279 8.000000
     5   2284 6.000000
     5   2286 6.000000
     5   2371 5.000000
     5   2559 5.000000
     5   2615 9.000000
     5   3004 11.000000
     5   3091 16.000000
     5   3186 6.000000
     5   3187 5.000000
     5   3368 6.000000
     5   3460 7.000000
     5   3552 23.000000
     5   3554 24.000000
     5   3606 7.000000
     5   3607 7.000000
     5   3608 11.000000
     5   3609 11.000000
     5   3610 12.000000
     5   3616 6.000000
     5   3618 8.000000
     5   3619 5.000000
     5   3623 5.000000
     5   3624 5.000000
     7      7 35.000000
     7     10 71.000000
     7     13 12.000000
     7     16 16.000000
     7     17 30.000000
     7     18 24.000000
     7     20 9.000000
     7     23 11.000000
     7     29 7.000000
     7     32 10.000000
     7     37 5.000000
     7     44 5.000000
     7     67 9.000000
     7     74 17.000000
     7     77 66.000000
     7    128 23.000000
     7    129 14.000000
     7    130 6.000000
     7    135 6.000000
     7    136 18.000000
     7    141 46.000000
     7    142 6.000000
     7    154 21.000000
     7    155 22.000000
     7    248 9.000000
     7    336 11.000000
     7    377 11.000000
     7    418 5.000000
     7    435 5.000000
     7    474 6.000000
     7    521 5.000000
     7    523 7.000000
     7    532 8.000000
     7    542 15.000000
     7    643 5.000000
     7    676 5.000000
     7    773 5.000000
     7    800 8.000000
     7    908 30.000000
     7    909 31.000000
     7    953 7.000000
     7    967 6.000000
     7   1047 5.000000
     7   1054 6.000000
     7   1160 10.000000
     7   1253 9.000000
     7   1257 40.000000
     7   1273 80.000000
     7   1282 6.000000
     7   1283 12.000000
     7   1340 8.000000
     7   1344 11.000000
     7   1375 6.000000
     7   1431 7.000000
     7   1434 6.000000
     7   1468 9.000000
     7   1471 15.000000
     7   1479 5.000000
     7   1508 11.000000
     7   1509 8.000000
     7   1524 12.000000
     7   1529 5.000000
     7   1536 5.000000
     7   1547 5.000000
     7   1568 7.000000
     7   1580 13.000000
     7   1614 34.000000
     7   1627 5.000000
     7   1655 12.000000
     7   1671 22.000000
