     source_id target_id    weight
     5    795 20.000000
     5    796 17.000000
     5    797 11.000000
     5    804 95.000000
     5    809 10.000000
     5    812 16.000000
     5    817 18.000000
     5    876 15.000000
     5    877 17.000000
     5    883 24.000000
     5    908 38.000000
     5    909 36.000000
     5    927 14.000000
     5    944 10.000000
     5    985 14.000000
     5    987 18.000000
     5    990 28.000000
     5    993 12.000000
     5   1001 16.000000
     5   1011 10.000000
     5   1017 16.000000
     5   1022 18.000000
     5   1024 10.000000
     5   1036 18.000000
     5   1082 17.000000
     5   1094 11.000000
     5   1211 11.000000
     5   1245 14.000000
     5   1263 10.000000
     5   1281 19.000000
     5   1317 12.000000
     5   1327 12.000000
     5   1375 28.000000
     5   1446 10.000000
     5   1472 10.000000
     5   1478 32.000000
     5   1524 13.000000
     5   1580 43.000000
     5   1614 16.000000
     5   1671 10.000000
     5   1721 17.000000
     5   1747 14.000000
     5   1765 14.000000
     5   1773 10.000000
     5   1840 11.000000
     5   1939 12.000000
     5   1941 25.000000
     5   1945 22.000000
     5   1947 10.000000
     5   1948 10.000000
     5   1949 18.000000
     5   1952 10.000000
     5   1953 15.000000
     5   1954 11.000000
     5   1957 19.000000
     5   1964 12.000000
     5   1965 26.000000
     5   1982 10.000000
     5   1986 10.000000
     5   1991 13.000000
     5   1992 15.000000
     5   1993 59.000000
     5   2004 11.000000
     5   2024 10.000000
     5   2122 27.000000
     5   2125 41.000000
     5   2128 15.000000
     5   2136 10.000000
     5   2141 10.000000
     5   2143 29.000000
     5   2144 13.000000
     5   2171 24.000000
     5   3004 11.000000
     5   3091 16.000000
     5   3552 23.000000
     5   3554 24.000000
     5   3608 11.000000
     5   3609 11.000000
     5   3610 12.000000
     7      7 35.000000
     7     10 71.000000
     7     13 12.000000
     7     16 16.000000
     7     17 30.000000
     7     18 24.000000
     7     23 11.000000
     7     32 10.000000
     7     74 17.000000
     7     77 66.000000
     7    128 23.000000
     7    129 14.000000
     7    136 18.000000
     7    141 46.000000
     7    154 21.000000
     7    155 22.000000
     7    336 11.000000
     7    377 11.000000
     7    542 15.000000
     7    908 30.000000
     7    909 31.000000
     7   1160 10.000000
     7   1257 40.000000
     7   1273 80.000000
     7   1283 12.000000
     7   1344 11.000000
     7   1471 15.000000
     7   1508 11.000000
     7   1524 12.000000
     7   1580 13.000000
     7   1614 34.000000
     7   1655 12.000000
     7   1671 22.000000
     7   1824 10.000000
     7   1840 39.000000
     7   1923 20.000000
     7   1993 13.000000
     7   3031 11.000000
    10     10 50.000000
    10     13 13.000000
    10     14 16.000000
    10     16 93.000000
    10     17 28.000000
    10     18 51.000000
    10     20 26.000000
    10     29 20.000000
    10     39 10.000000
    10     47 14.000000
    10     68 16.000000
    10     76 14.000000
    10     77 113.000000
    10     81 16.000000
    10     88 10.000000
    10    141 73.000000
    10    154 21.000000
    10    155 26.000000
    10    167 25.000000
    10    168 15.000000
    10    179 11.000000
    10    362 10.000000
    10    364 21.000000
    10    418 11.000000
    10    525 21.000000
    10    542 21.000000
    10    626 18.000000
    10    635 10.000000
    10    908 46.000000
    10    909 46.000000
    10    910 10.000000
    10    921 12.000000
    10    936 17.000000
    10    953 14.000000
    10   1180 14.000000
    10   1209 78.000000
    10   1211 49.000000
    10   1245 23.000000
    10   1257 89.000000
    10   1325 14.000000
    10   1327 30.000000
    10   1344 19.000000
    10   1354 17.000000
    10   1414 10.000000
    10   1524 19.000000
    10   1537 16.000000
    10   1819 12.000000
    10   1840 30.000000
    10   1853 22.000000
    10   1923 22.000000
    10   1928 12.000000
    10   1941 10.000000
    10   2088 11.000000
    10   2162 12.000000
    10   2179 14.000000
    10   2182 13.000000
    10   2209 12.000000
    10   2210 16.000000
    10   2224 11.000000
    10   2251 10.000000
    10   2252 11.000000
    10   2511 11.000000
    10   2512 13.000000
    10   3004 14.000000
    10   3091 16.000000
    10   3718 12.000000
    10   3719 12.000000
    13     16 12.000000
    13     18 13.000000
    13     20 15.000000
    13     29 15.000000
    13     74 11.000000
    13   2171 11.000000
    14     16 31.000000
    14     18 17.000000
    14     20 19.000000
    14     29 12.000000
    14     39 10.000000
    14    355 10.000000
    14    525 13.000000
    16     16 149.000000
    16     17 70.000000
    16     18 100.000000
    16     20 138.000000
    16     29 91.000000
    16     39 50.000000
    16     44 11.000000
    16     47 10.000000
    16     48 17.000000
    16     61 30.000000
    16     72 18.000000
    16     76 17.000000
    16     82 11.000000
    16     88 31.000000
    16     90 10.000000
    16     95 14.000000
    16    107 28.000000
    16    136 11.000000
    16    141 33.000000
    16    143 24.000000
    16    168 19.000000
    16    189 13.000000
    16    199 34.000000
    16    213 12.000000
    16    282 11.000000
    16    284 21.000000
    16    317 10.000000
    16    347 19.000000
    16    354 24.000000
    16    355 76.000000
    16    364 11.000000
    16    377 17.000000
    16    397 13.000000
    16    409 31.000000
    16    417 10.000000
    16    418 43.000000
    16    421 31.000000
    16    451 18.000000
    16    525 94.000000
    16    542 25.000000
    16    547 23.000000
    16    555 25.000000
    16    564 10.000000
    16    578 10.000000
    16    593 25.000000
    16    595 14.000000
    16    610 11.000000
    16    628 34.000000
    16    635 23.000000
    16    664 14.000000
    16    691 21.000000
    16    696 17.000000
    16    709 19.000000
    16    721 10.000000
    16    722 16.000000
    16    729 20.000000
    16    770 15.000000
    16    786 22.000000
    16    804 13.000000
    16    810 20.000000
    16    908 34.000000
    16    909 30.000000
    16    910 48.000000
    16    921 18.000000
    16    936 19.000000
    16    976 23.000000
    16   1001 10.000000
    16   1054 35.000000
    16   1115 14.000000
    16   1178 15.000000
    16   1209 18.000000
    16   1211 13.000000
    16   1257 21.000000
    16   1263 16.000000
    16   1273 27.000000
